release_date;movie;production_budget;domestic_gross;worldwide_gross;distributor;mpaa_rating;genre;profit_ratio;decade
2013-05-23;The Hangover 3;103000000;112200072;362000072;Warner Bros.;R;Comedy;3,51456380582524e+00;2010
2000-06-09;Gone in 60 Seconds;103300000;101643008;232643008;Other;PG-13;Action;2,25211043562439e+00;2000
2017-09-22;Kingsman: The Golden Circle;104000000;100234838;408822328;20th Century Fox;R;Action;3,93098392307692e+00;2010
2016-07-22;Ice Age: Collision Course;105000000;64063008;403092412;20th Century Fox;PG;Adventure;3,83897535238095e+00;2010
2008-03-07;10,000 B.C.;105000000;94784201;269065678;Warner Bros.;PG-13;Adventure;2,56253026666667e+00;2000
2009-11-25;The Princess and the Frog;105000000;104400899;270997378;Other;G;Adventure;2,58092740952381e+00;2000
1999-12-17;Stuart Little;105000000;140015224;298815224;Sony Pictures;PG;Adventure;2,84585927619048e+00;1990
2004-07-16;I, Robot;105000000;144801023;348629585;20th Century Fox;PG-13;Action;3,32028176190476e+00;2000
2016-11-23;Allied;106000000;40098064;119285656;Paramount Pictures;R;Drama;1,12533637735849e+00;2010
2001-12-25;Ali;109000000;58183966;87683966;Sony Pictures;R;Drama;8,04440055045872e-01;2000
2003-11-21;The Cat in the Hat;109000000;101018283;133818283;Universal;PG;Adventure;1,22769066972477e+00;2000
2017-03-31;Ghost in the Shell;110000000;40563557;167918847;Paramount Pictures;PG-13;Action;1,52653497272727e+00;2010
2005-05-06;Kingdom of Heaven;110000000;47398413;218853353;20th Century Fox;R;Adventure;1,98957593636364e+00;2000
1997-06-13;Speed 2: Cruise Control;110000000;48097081;150468000;20th Century Fox;PG-13;Action;1,36789090909091e+00;1990
2004-04-02;Home on the Range;110000000;50026353;76482461;Other;PG;Adventure;6,95295100000000e-01;2000
2013-11-01;Ender's Game;110000000;61737191;127983283;Other;PG-13;Adventure;1,16348439090909e+00;2010
2009-06-12;The Taking of Pelham 123;110000000;65452312;152364370;Sony Pictures;R;Action;1,38513063636364e+00;2000
2016-03-18;The Divergent Series: Allegiant;110000000;66184051;171871661;Other;PG-13;Action;1,56246964545455e+00;2010
2013-07-31;The Smurfs 2;110000000;71017784;348547523;Sony Pictures;PG;Adventure;3,16861384545455e+00;2010
2010-06-11;The A-Team;110000000;77222099;177241171;20th Century Fox;PG-13;Action;1,61128337272727e+00;2010
2011-10-07;Real Steel;110000000;85463309;263880341;Other;PG-13;Action;2,39891219090909e+00;2010
2011-01-14;The Green Hornet;110000000;98780042;229155503;Sony Pictures;PG-13;Action;2,08323184545455e+00;2010
2014-03-07;300: Rise of an Empire;110000000;106580051;330780051;Warner Bros.;R;Action;3,00709137272727e+00;2010
2000-06-28;The Patriot;110000000;113330342;215300000;Sony Pictures;R;Drama;1,95727272727273e+00;2000
1997-12-19;Tomorrow Never Dies;110000000;125304276;339504276;Other;PG-13;Action;3,08640250909091e+00;1990
2004-12-10;Ocean's Twelve;110000000;125531634;362989076;Warner Bros.;PG-13;Adventure;3,29990069090909e+00;2000
2015-03-20;The Divergent Series: Insurgent;110000000;130179072;295075882;Other;PG-13;Action;2,68250801818182e+00;2010
2007-06-27;Live Free or Die Hard;110000000;134529403;382288147;20th Century Fox;PG-13;Action;3,47534679090909e+00;2000
2011-07-29;The Smurfs;110000000;142614158;563749323;Sony Pictures;PG;Adventure;5,12499384545455e+00;2010
2015-05-29;San Andreas;110000000;155190832;457199280;Warner Bros.;PG-13;Adventure;4,15635709090909e+00;2010
2005-06-10;Mr. and Mrs. Smith;110000000;186336279;486124090;20th Century Fox;PG-13;Action;4,41930990909091e+00;2000
2006-12-22;Night at the Museum;110000000;250863268;579446407;20th Century Fox;PG;Adventure;5,26769460909091e+00;2000
2017-12-15;Ferdinand;111000000;84410380;289867087;20th Century Fox;PG;Adventure;2,61141519819820e+00;2010
2010-12-25;Gulliver's Travels;112000000;42779261;232017848;20th Century Fox;PG;Adventure;2,07158792857143e+00;2010
2002-06-14;Windtalkers;115000000;40914068;77628265;Other;R;Action;6,75028391304348e-01;2000
2016-04-22;The Huntsman: Winter’s War;115000000;48003015;165149302;Universal;PG-13;Action;1,43608088695652e+00;2010
1997-02-07;Dante's Peak;115000000;67163857;178200000;Universal;PG-13;Drama;1,54956521739130e+00;1990
2013-07-26;The Wolverine;115000000;132556852;416456852;20th Century Fox;PG-13;Action;3,62136393043478e+00;2010
2001-11-02;Monsters, Inc.;115000000;289423425;559757719;Other;G;Adventure;4,86745842608696e+00;2000
1999-05-19;Star Wars Ep. I: The Phantom Menace;115000000;474544677;1027044677;20th Century Fox;PG;Adventure;8,93082327826087e+00;1990
2010-06-23;Knight and Day;117000000;76423035;258751370;20th Century Fox;PG-13;Action;2,21155017094017e+00;2010
2005-07-22;The Island;120000000;35818913;163018913;Other;PG-13;Action;1,35849094166667e+00;2000
2008-05-09;Speed Racer;120000000;43945766;93394462;Warner Bros.;PG;Action;7,78287183333333e-01;2000
2004-06-11;The Chronicles of Riddick;120000000;57712751;107212751;Universal;PG-13;Adventure;8,93439591666667e-01;2000
2002-07-19;Stuart Little 2;120000000;64956806;166000000;Sony Pictures;PG;Adventure;1,38333333333333e+00;2000
2017-03-24;Power Rangers;120000000;85364450;142545357;Other;PG-13;Action;1,18787797500000e+00;2010
2013-08-09;Elysium;120000000;93050117;286192091;Sony Pictures;R;Action;2,38493409166667e+00;2010
2003-06-27;Charlie's Angels: Full Throttle;120000000;100814328;227200000;Sony Pictures;PG-13;Action;1,89333333333333e+00;2000
2007-02-16;Ghost Rider;120000000;115802596;229545589;Sony Pictures;PG-13;Action;1,91287990833333e+00;2000
2012-11-21;Life of Pi;120000000;124987022;607258634;20th Century Fox;PG;Drama;5,06048861666667e+00;2010
2016-07-29;Jason Bourne;120000000;162192920;416197059;Universal;PG-13;Action;3,46830882500000e+00;2010
2000-06-30;The Perfect Storm;120000000;182618434;328711434;Warner Bros.;PG-13;Drama;2,73926195000000e+00;2000
2000-05-24;Mission: Impossible 2;120000000;215409889;549588516;Paramount Pictures;PG-13;Action;4,57990430000000e+00;2000
2000-11-17;How the Grinch Stole Christmas;123000000;260044825;345141403;Universal;PG;Adventure;2,80602766666667e+00;2000
1999-08-27;The 13th Warrior;125000000;32698899;61698899;Other;R;Action;4,93591192000000e-01;1990
2017-01-13;Monster Trucks;125000000;33370166;61642798;Paramount Pictures;PG-13;Adventure;4,93142384000000e-01;2010
2016-12-21;Assassin’s Creed;125000000;54647948;240497948;20th Century Fox;PG-13;Action;1,92398358400000e+00;2010
1997-06-20;Batman & Robin;125000000;107325195;238317814;Warner Bros.;PG-13;Action;1,90654251200000e+00;1990
2012-06-08;Prometheus;125000000;126477084;402448265;20th Century Fox;R;Adventure;3,21958612000000e+00;2010
1998-05-19;Godzilla;125000000;136314294;376000000;Sony Pictures;PG-13;Action;3,00800000000000e+00;1990
2016-11-04;Trolls;125000000;153707064;344527425;20th Century Fox;PG;Adventure;2,75621940000000e+00;2010
2010-04-01;Clash of the Titans;125000000;163214888;493214888;Warner Bros.;PG-13;Action;3,94571910400000e+00;2010
2017-03-31;The Boss Baby;125000000;175003033;510888357;20th Century Fox;PG;Adventure;4,08710685600000e+00;2010
2004-05-28;The Day After Tomorrow;125000000;186740799;556319450;20th Century Fox;PG-13;Adventure;4,45055560000000e+00;2000
2011-12-16;Sherlock Holmes: A Game of Shadows;125000000;186848418;535663443;Warner Bros.;PG-13;Action;4,28530754400000e+00;2010
2011-04-29;Fast Five;125000000;210031325;630163454;Universal;PG-13;Action;5,04130763200000e+00;2010
2003-05-02;X-Men 2;125000000;214949694;406875536;20th Century Fox;PG-13;Action;3,25500428800000e+00;2000
2017-03-03;Logan;127000000;226277068;615476965;20th Century Fox;R;Action;4,84627531496063e+00;2010
2000-05-19;Dinosaur;127500000;137748063;356148063;Other;PG;Adventure;2,79331814117647e+00;2000
2013-07-19;R.I.P.D.;130000000;33618855;79076678;Universal;PG-13;Action;6,08282138461538e-01;2010
2008-11-26;Australia;130000000;49554002;215080810;20th Century Fox;PG-13;Drama;1,65446776923077e+00;2000
2013-05-31;After Earth;130000000;60522097;251499665;Sony Pictures;PG-13;Action;1,93461280769231e+00;2010
2011-12-21;The Adventures of Tintin;130000000;77591831;373993951;Paramount Pictures;PG;Adventure;2,87687654615385e+00;2010
2014-03-28;Noah;130000000;101200044;352831065;Paramount Pictures;PG-13;Drama;2,71408511538462e+00;2010
2014-04-11;Rio 2;130000000;131538435;492846291;20th Century Fox;G;Adventure;3,79112531538462e+00;2010
2003-07-18;Bad Boys II;130000000;138540870;273271982;Sony Pictures;R;Action;2,10209216923077e+00;2000
2010-11-05;Megamind;130000000;148415853;321887208;Paramount Pictures;PG;Adventure;2,47605544615385e+00;2010
2011-10-28;Puss in Boots;130000000;149260504;554987477;Paramount Pictures;PG;Adventure;4,26913443846154e+00;2010
2015-03-27;Home;130000000;177397510;386031994;20th Century Fox;PG;Adventure;2,96947687692308e+00;2010
2015-07-17;Ant-Man;130000000;180202163;518860086;Other;PG-13;Action;3,99123143076923e+00;2010
2008-06-06;Kung Fu Panda;130000000;215434591;631910531;Paramount Pictures;PG;Adventure;4,86085023846154e+00;2000
2013-11-22;The Hunger Games: Catching Fire;130000000;424668047;864868047;Other;PG-13;Adventure;6,65283113076923e+00;2010
2014-11-26;Penguins of Madagascar;132000000;83350911;367650911;20th Century Fox;PG;Adventure;2,78523417424242e+00;2010
2005-06-29;War of the Worlds;132000000;234280354;606836535;Paramount Pictures;PG-13;Action;4,59724647727273e+00;2000
2006-07-28;Miami Vice;135000000;63478838;163818556;Universal;R;Action;1,21347078518519e+00;2000
2011-11-18;Happy Feet Two;135000000;64006466;157956466;Warner Bros.;PG;Adventure;1,17004789629630e+00;2010
2013-07-17;Turbo;135000000;83028130;286896578;20th Century Fox;PG;Adventure;2,12515983703704e+00;2010
2011-03-04;Rango;135000000;123477607;245724600;Paramount Pictures;PG;Adventure;1,82018222222222e+00;2010
1999-11-19;The World is Not Enough;135000000;126930660;361730660;Other;PG-13;Action;2,67948637037037e+00;1990
2015-12-25;The Revenant;135000000;183637894;532950503;20th Century Fox;R;Adventure;3,94778150370370e+00;2010
2013-03-22;The Croods;135000000;187168425;573068425;20th Century Fox;PG;Adventure;4,24495129629630e+00;2010
2001-07-11;Final Fantasy: The Spirits Within;137000000;32131830;85131830;Sony Pictures;PG-13;Adventure;6,21400218978102e-01;2000
2003-06-20;Hulk;137000000;132177234;245075434;Universal;PG-13;Action;1,78887178102190e+00;2000
2008-06-13;The Incredible Hulk;137500000;134806913;265573859;Universal;PG-13;Adventure;1,93144624727273e+00;2000
2005-07-29;Stealth;138000000;32116746;76416746;Sony Pictures;PG-13;Action;5,53744536231884e-01;2000
2009-03-06;Watchmen;138000000;107509799;186976250;Warner Bros.;R;Action;1,35490036231884e+00;2000
2002-05-03;Spider-Man;139000000;403706375;821706375;Sony Pictures;PG-13;Adventure;5,91155665467626e+00;2000
2016-02-26;Gods of Egypt;140000000;31153464;138587563;Other;PG-13;Adventure;9,89911164285714e-01;2010
2016-07-01;The BFG;140000000;55483770;199676255;Other;PG;Adventure;1,42625896428571e+00;2010
2014-12-12;Exodus: Gods and Kings;140000000;65014513;268314513;20th Century Fox;PG-13;Drama;1,91653223571429e+00;2010
2005-12-21;Fun With Dick And Jane;140000000;110550000;203018919;Sony Pictures;PG-13;Comedy;1,45013513571429e+00;2000
2003-12-05;The Last Samurai;140000000;111110575;456810575;Warner Bros.;R;Action;3,26293267857143e+00;2000
2013-03-27;G.I. Joe: Retaliation;140000000;122523060;375740705;Paramount Pictures;PG-13;Action;2,68386217857143e+00;2010
1998-07-10;Lethal Weapon 4;140000000;130444603;285400000;Warner Bros.;R;Action;2,03857142857143e+00;1990
2016-01-29;Kung Fu Panda 3;140000000;143528619;518418751;20th Century Fox;PG;Adventure;3,70299107857143e+00;2010
2011-07-22;Captain America: The First Avenger;140000000;176654505;370569776;Paramount Pictures;PG-13;Action;2,64692697142857e+00;2010
2002-07-03;Men in Black 2;140000000;190418803;441767803;Sony Pictures;PG-13;Action;3,15548430714286e+00;2000
1998-07-01;Armageddon;140000000;201578182;554600000;Other;PG-13;Adventure;3,96142857142857e+00;1990
2009-05-08;Star Trek;140000000;257730019;385680446;Paramount Pictures;PG-13;Adventure;2,75486032857143e+00;2000
2002-11-22;Die Another Day;142000000;160942139;431942139;Other;PG-13;Action;3,04184604929577e+00;2000
2012-11-21;Rise of the Guardians;145000000;103412758;306900902;Paramount Pictures;PG;Adventure;2,11655794482759e+00;2010
2014-03-07;Mr. Peabody & Sherman;145000000;111506430;269806430;20th Century Fox;PG;Adventure;1,86073400000000e+00;2010
1999-06-16;Tarzan;145000000;171091819;448191819;Other;G;Adventure;3,09097806206897e+00;1990
2014-06-13;How to Train Your Dragon 2;145000000;177002924;614586270;20th Century Fox;PG;Adventure;4,23852600000000e+00;2010
2012-06-08;Madagascar 3: Europe's Most Wanted;145000000;216391482;746921271;Paramount Pictures;PG;Adventure;5,15118117931034e+00;2010
2006-11-03;Flushed Away;149000000;64665672;179357126;Paramount Pictures;PG;Adventure;1,20373910067114e+00;2000
2011-03-11;Mars Needs Moms;150000000;21392758;39549758;Other;PG;Adventure;2,63665053333333e-01;2010
2015-10-09;Pan;150000000;35088320;151543635;Warner Bros.;PG;Adventure;1,01029090000000e+00;2010
2017-02-17;The Great Wall;150000000;45157105;334550106;Universal;PG-13;Action;2,23033404000000e+00;2010
2010-02-12;The Wolfman;150000000;62189884;142634358;Universal;R;Horror;9,50895720000000e-01;2010
2007-11-16;Beowulf;150000000;82280579;195080579;Paramount Pictures;PG-13;Adventure;1,30053719333333e+00;2000
2012-03-30;Wrath of the Titans;150000000;83670083;305270083;Warner Bros.;PG-13;Adventure;2,03513388666667e+00;2010
2008-11-21;Bolt;150000000;114053579;328015029;Other;PG;Adventure;2,18676686000000e+00;2000
2009-07-24;G-Force;150000000;119436770;292817841;Other;PG;Adventure;1,95211894000000e+00;2000
2007-11-02;Bee Movie;150000000;126631277;287594577;Paramount Pictures;PG;Adventure;1,91729718000000e+00;2000
2010-07-01;The Last Airbender;150000000;131772187;319713881;Paramount Pictures;PG;Adventure;2,13142587333333e+00;2010
2004-05-14;Troy;150000000;133298577;484161265;Warner Bros.;R;Action;3,22774176666667e+00;2000
2006-05-05;Mission: Impossible III;150000000;133501348;397501348;Paramount Pictures;PG-13;Action;2,65000898666667e+00;2000
2003-11-05;The Matrix Revolutions;150000000;139270910;427300260;Warner Bros.;R;Action;2,84866840000000e+00;2000
2015-05-15;Mad Max: Fury Road;150000000;153636354;370651733;Warner Bros.;R;Action;2,47101155333333e+00;2010
2011-05-26;Kung Fu Panda 2;150000000;165249063;664837547;Paramount Pictures;PG;Adventure;4,43225031333333e+00;2010
2009-05-01;X-Men Origins: Wolverine;150000000;179883157;374825760;20th Century Fox;PG-13;Action;2,49883840000000e+00;2000
2008-11-07;Madagascar: Escape 2 Africa;150000000;180174880;599680774;Paramount Pictures;PG;Adventure;3,99787182666667e+00;2000
2011-05-06;Thor;150000000;181030624;449326618;Paramount Pictures;PG-13;Action;2,99551078666667e+00;2010
2017-07-21;Dunkirk;150000000;190068280;499900860;Warner Bros.;PG-13;Action;3,33267240000000e+00;2010
2015-07-31;Mission: Impossible—Rogue Nation;150000000;195042377;689388363;Paramount Pictures;PG-13;Action;4,59592242000000e+00;2010
2005-06-15;Batman Begins;150000000;205343774;359142722;Warner Bros.;PG-13;Action;2,39428481333333e+00;2000
2013-11-08;Thor: The Dark World;150000000;206362140;644602516;Other;PG-13;Action;4,29735010666667e+00;2010
2007-06-29;Ratatouille;150000000;206445654;626549695;Other;G;Adventure;4,17699796666667e+00;2000
2005-07-15;Charlie and the Chocolate Factory;150000000;206459076;475825484;Warner Bros.;PG;Adventure;3,17216989333333e+00;2000
2008-07-01;Hancock;150000000;227946274;624234272;Sony Pictures;PG-13;Action;4,16156181333333e+00;2000
2007-12-14;I am Legend;150000000;256393010;585532684;Warner Bros.;PG-13;Horror;3,90355122666667e+00;2000
2003-05-15;The Matrix Reloaded;150000000;281553689;738576929;Warner Bros.;R;Action;4,92384619333333e+00;2000
2005-11-18;Harry Potter and the Goblet of Fire;150000000;290013036;896911078;Warner Bros.;PG-13;Adventure;5,97940718666667e+00;2000
2016-03-04;Zootopia;150000000;341268248;1019706594;Other;PG;Adventure;6,79804396000000e+00;2010
2017-06-02;Wonder Woman;150000000;412563408;821133378;Warner Bros.;PG-13;Action;5,47422252000000e+00;2010
2007-07-02;Transformers;151000000;319246193;708272592;Paramount Pictures;PG-13;Action;4,69054696688742e+00;2000
2001-05-25;Pearl Harbor;151500000;198539855;449239855;Other;PG-13;Action;2,96527957095710e+00;2000
2017-07-14;War for the Planet of the Apes;152000000;146880162;489592267;20th Century Fox;PG-13;Action;3,22100175657895e+00;2010
2004-11-24;Alexander;155000000;34297191;167297191;Warner Bros.;R;Action;1,07933671612903e+00;2000
2015-07-01;Terminator: Genisys;155000000;89760956;432150894;Paramount Pictures;PG-13;Action;2,78807028387097e+00;2010
2016-09-30;Deepwater Horizon;156000000;61433527;122631306;Other;PG-13;Drama;7,86098115384615e-01;2010
2016-06-10;Warcraft;160000000;47225655;425547111;Universal;PG-13;Action;2,65966944375000e+00;2010
2006-05-12;Poseidon;160000000;60674817;181674817;Warner Bros.;PG-13;Adventure;1,13546760625000e+00;2000
2010-07-14;The Sorcerer's Apprentice;160000000;63150991;217986320;Other;PG;Adventure;1,36241450000000e+00;2010
2008-12-25;The Curious Case of Benjamin Button;160000000;127509326;329631958;Paramount Pictures;PG-13;Drama;2,06019973750000e+00;2000
2011-06-03;X-Men: First Class;160000000;146408305;355408305;20th Century Fox;PG-13;Action;2,22130190625000e+00;2010
2013-05-24;Fast and Furious 6;160000000;238679850;789300444;Universal;PG-13;Action;4,93312777500000e+00;2010
2007-05-17;Shrek the Third;160000000;322719944;807330936;Paramount Pictures;PG;Adventure;5,04581835000000e+00;2000
2011-07-29;Cowboys and Aliens;163000000;100368560;176038324;Universal;PG-13;Action;1,07998971779141e+00;2010
2016-06-24;Independence Day: Resurgence;165000000;103144286;384413934;20th Century Fox;PG-13;Action;2,32978141818182e+00;2010
2014-11-05;Interstellar;165000000;188017894;667752422;Paramount Pictures;PG-13;Adventure;4,04698437575758e+00;2010
2012-11-02;Wreck-It Ralph;165000000;189412677;496511521;Other;PG;Adventure;3,00916073333333e+00;2010
2010-03-26;How to Train Your Dragon;165000000;217581232;494870992;Paramount Pictures;PG;Adventure;2,99921813333333e+00;2010
2014-11-07;Big Hero 6;165000000;222527828;652127828;Other;PG;Adventure;3,95228986666667e+00;2010
2016-11-04;Doctor Strange;165000000;232641920;676486457;Other;PG-13;Action;4,09991792121212e+00;2010
2010-05-21;Shrek Forever After;165000000;238736787;756244673;Paramount Pictures;PG;Adventure;4,58330104848485e+00;2010
